seed_base,task,endpoint,analysis_scope,comparison,left_arm,right_arm,effect_natural_spearman,effect_natural_pearson,effect_natural_r2,effect_natural_rmse,effect_natural_mae,effect_natural_b0_rmse,effect_natural_rmse_gain_over_b0,effect_natural_prediction_target_variance_ratio,effect_natural_calibration_slope,effect_natural_calibration_intercept,effect_natural_calibration_mean_bias,effect_transformed_spearman,effect_transformed_pearson,effect_transformed_r2,effect_transformed_rmse,effect_transformed_mae,effect_transformed_b0_rmse,effect_transformed_rmse_gain_over_b0,effect_transformed_prediction_target_variance_ratio,effect_transformed_calibration_slope,effect_transformed_calibration_intercept,effect_transformed_calibration_mean_bias
2026,static,macro,primary_measurement_valid,LG3-LG0,LG3,LG0,0.019254238999802387,0.029796220135279772,0.0394582764354062,-0.7607357202606728,-0.23793249420430307,0.0,0.020793955750898457,-0.10479332878633965,-0.029891201844301662,-0.04653697130006229,-0.8009444240703605,0.017955903755724312,0.02173247767357389,0.01908809545598744,-0.006274676157798975,-0.007226104926524535,0.0,0.010539225274711406,-0.01825303513544796,-0.0006703489414197628,0.001437021037782621,-0.006677622535428217
3026,static,T0,primary_measurement_valid,LG3-LG0,LG3,LG0,0.005446580953464508,0.0541201632727244,0.05754410301022139,-1.5081692925542995,-0.9994431080562354,0.0,0.035256903443089765,-0.20693868191672987,-0.07110427792452617,0.956537600941104,-1.0764024558844438,0.01226783000409426,0.0191164033670147,0.03028208337216831,-0.00877630426240894,-0.00876290734287477,0.0,0.021591000399300453,-0.025208500052015692,0.003125306097843561,-0.0034599745843131025,-0.0023191196613132404
3026,static,T1,primary_measurement_valid,LG3-LG0,LG3,LG0,0.05025987029241097,-0.014668336411074456,-0.05429849660426811,1.0363721182832535,0.3737004023006545,0.0,-0.02730473461984477,0.23563782521705745,0.08006751792704057,0.8964982185457497,2.3027226117555717,0.046249082998669144,0.032082688430167705,-0.014023618055199139,0.000342828099564485,-0.00472271016266923,0.0,-0.005902135219341631,0.19099824363553403,0.08721753396816834,-0.013709121485846937,0.0064000569017801014
3026,static,T2,primary_measurement_valid,LG3-LG0,LG3,LG0,0.0781781772670384,0.03513321125758653,0.013176659122757117,-0.20378253868400975,-0.10513250250191586,0.0,0.006501160157555292,0.0055494089184445275,0.008456304928295187,0.06742436184010447,0.14333682802100345,0.07290059740857441,0.07680114752927558,0.06843049987171126,-0.023779528457051446,-0.014915201206627593,0.0,0.03729030758406686,0.04881003761769381,0.05806081409040856,0.00416003347438737,-0.013197015367924201
3026,static,T3,primary_measurement_valid,LG3-LG0,LG3,LG0,0.03983946068036534,0.08193195443570914,0.016264472273861186,-0.0996448410549462,-0.024264815977069087,0.0,0.007985875270110666,0.0021450160095866414,0.008057258501118783,0.039410013590582604,0.06813109046110588,0.03493151226256197,0.05709099241851592,0.04331921650646176,-0.012851656321282712,-0.006291812861815349,0.0,0.02081228720592602,0.03161889725714974,0.0386584960047328,0.027296780271242604,0.0030696841217003616
3026,static,macro,primary_measurement_valid,LG3-LG0,LG3,LG0,0.043431022298319855,0.03912924813873642,0.008171684450642897,-0.19380613850249873,-0.18878500605863913,0.0,0.005609801062727744,0.009098392057089677,0.006369200857982094,0.4899675487293855,0.35944701858830985,0.04158725566847504,0.04627280793624344,0.03200204542378554,-0.011266165235294612,-0.008673157893496652,0.0,0.018447864992487933,0.061554669614590496,0.04676553754028834,0.0035719294188674977,-0.0015115985014392441
2026,delta,T0_to_T1,primary_measurement_valid,LG3-LG0,LG3,LG0,0.02454477187393339,0.032899210879612006,0.027210077685681955,-0.35535584111367413,-0.29573766619088104,0.0,0.013947630715219553,-0.016032126861923568,0.005589003733089348,0.07265490658992668,0.011019458988467174,0.030233438943392532,0.003853746234768668,0.03185538774773147,-0.013179473904861183,-0.01035018036461749,0.0,0.015227756066329146,-0.020231964776020184,0.003854709720078592,0.001281257257087119,-0.0008820180860527015
2026,delta,T1_to_T2,primary_measurement_valid,LG3-LG0,LG3,LG0,0.041509841847764184,0.040056301506653735,0.03304716877540648,-0.3096008398365466,-0.15731636922548375,0.0,0.017979342476955137,0.027024594770864857,0.030039296762015694,0.2607723769439261,0.0028562795258023077,0.04418481920896217,0.048163347907287324,0.031858950325843544,-0.01587889704281742,-0.008258840249665056,0.0,0.017408399504230454,0.044678682726744856,0.039446542394451944,-0.0014421104884781502,0.0008498446596051229
2026,delta,T2_to_T3,primary_measurement_valid,LG3-LG0,LG3,LG0,0.023476846057571943,-0.007464809720122631,-0.0002061160522357497,0.0027724808336024864,-0.11513027263244169,0.0,-0.00010067852317234387,-0.003969553079674629,-0.0021795684743859504,0.10092554848994872,0.11272225393295277,0.011143041802506942,-0.0018566202451002073,0.09470746496897053,-0.0050368110173885094,-0.003768843402479183,0.0,0.02677109448827393,-0.0701560856194362,0.0053325650008180445,0.0025437701068313397,0.0033351212344417585
2026,delta,macro,primary_measurement_valid,LG3-LG0,LG3,LG0,0.029843819926423154,0.021830234222047745,0.02001704346961756,-0.22072806670553646,-0.18939476934960098,0.0,0.01060876488966745,0.002340971609755521,0.011149577340239691,0.14478427734126686,0.04219933081574073,0.028520433318287186,0.01672015796565196,0.052807267680848494,-0.011365060655022519,-0.007459288005587206,0.0,0.019802416686277843,-0.01523645588957051,0.01621127237178288,0.0007943056251467698,0.0011009826026647292
3026,delta,T0_to_T1,primary_measurement_valid,LG3-LG0,LG3,LG0,0.04909773580612131,0.007089773089246271,0.008576361782992925,-0.11043256202040297,-0.2633996879186693,0.0,0.004334451318343313,-0.012676790781752295,-0.00221006796071372,-0.3179330245455052,-0.2935604289106588,0.05342034514532651,0.011561162693855959,0.03796496168923208,-0.00822101335545522,-0.008530631992023974,0.0,0.01798847299430676,-0.050254751731006436,-0.0061037370064730145,-0.013615341620824879,-0.010819129897371754
