arm,both_seed_pass,candidate_both_seed_gt_0_20,comparison,diagnostic_type,evidence_scope,input_variant,interval,maximum_exclusions_from_375,minimum_seed_delta_spearman,n_max,n_min,oracle_representation,patient_set_sha256,rank_metric,reference_both_seed_gt_0_20,seed_2026_candidate_spearman,seed_2026_delta_spearman,seed_2026_reference_spearman,seed_3026_candidate_spearman,seed_3026_delta_spearman,seed_3026_reference_spearman,spearman_gain_threshold,target,target_kind,task_type,threshold_operator,timing
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0252352876140709,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0937367192565504,0.0392730158102975,0.0544637034462529,0.0534699578000111,-0.0252352876140709,0.078705245414082,0.1,SPH,residual_ftv,static,>=,T3
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0212294277519425,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.099813680019576,0.024632107635079,0.0751815723844969,0.0514286878806661,-0.0212294277519425,0.0726581156326087,0.1,SPH,residual_ftv,static,>=,T3
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T0->T1,0,0.0263449766753897,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1907982705654795,0.0327277278416201,0.1580705427238594,0.1344462396177039,0.0263449766753897,0.1081012629423142,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T0->T1,0,0.0013653430424394,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2223975423825236,0.0357198771191261,0.1866776652633974,0.1362560018204574,0.0013653430424394,0.1348906587780179,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T1->T2,0,-0.0082935487541244,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2053612470133121,0.003097963363295,0.202263283650017,0.1523975423825236,-0.0082935487541244,0.1606910911366481,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T1->T2,0,-0.0027564000455114,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2114550005688929,0.0063297303447491,0.2051252702241438,0.1768167026965525,-0.0027564000455114,0.1795731027420639,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T2->T3,0,-0.0072575988494714,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1335937726668623,0.018430207321773,0.1151635653450893,0.1539501387815351,-0.0072575988494714,0.1612077376310066,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T2->T3,0,-0.0150777193524425,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1336452006173845,0.0364615066910439,0.0971836939263406,0.1435151573075424,-0.0150777193524425,0.158592876659985,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.029866196381841,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.270941404027762,-0.0206751621344862,0.2916165661622483,0.2948376379565365,-0.029866196381841,0.3247038343383776,0.1,BPE,raw,static,>=,T0
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0014950506314711,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.276568665377176,0.0097344407782455,0.2668342245989304,0.3241818181818182,-0.0014950506314711,0.3256768688132894,0.1,BPE,raw,static,>=,T0
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0261604278074866,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3271355102969621,0.0261604278074866,0.3009750824894754,0.3445368073728524,0.0386380703151666,0.3058987370576857,0.1,BPE,raw,static,>=,T1
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.024302651041074,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3458791671407442,0.0334379337808625,0.3124412333598816,0.3300889748549323,0.024302651041074,0.3057863238138583,0.1,BPE,raw,static,>=,T1
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.018889748549323,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4472845602457617,0.0192765957446808,0.4280079645010809,0.3997378541358516,0.018889748549323,0.3808481055865286,0.1,BPE,raw,static,>=,T2
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0088351348276254,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4588501536010923,0.0229070428945272,0.435943110706565,0.4098200022755717,0.0088351348276254,0.4009848674479463,0.1,BPE,raw,static,>=,T2
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0895621171704077,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3887616274671396,0.0895621171704077,0.2991995102967319,0.3632493817553106,0.0997313117142678,0.2635180700410428,0.1,BPE,raw,static,>=,T3
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0840790101712561,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.398828648781865,0.107839747320388,0.290988901461477,0.3689501473149688,0.0840790101712561,0.2848711371437127,0.1,BPE,raw,static,>=,T3
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T0->T1,0,0.0185146890876171,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1538179057985742,0.0437551381797871,0.110062767618787,0.0868323930062519,0.0185146890876171,0.0683177039186347,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T0->T1,0,0.0059169012049401,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1166089204243834,0.0194634068855296,0.0971455135388538,0.1088346734993524,0.0059169012049401,0.1029177722944123,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T1->T2,5,0.0417889962056037,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0164495698781592,0.0417889962056037,-0.0582385660837629,0.0252629840549882,0.0614512781121811,-0.0361882940571929,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T1->T2,5,0.0396659426572297,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0122122465207929,0.0396659426572297,-0.0518781891780227,0.0147435065520506,0.0727103702108874,-0.0579668636588368,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T2->T3,62,0.0095297324602753,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0199472134207075,0.0095297324602753,0.0104174809604322,0.0936961927307922,0.0143545551325184,0.0793416375982738,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T2->T3,62,0.0154082158855832,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0183578762586685,0.0154082158855832,0.0029496603730853,0.1263734365707108,0.0286070860242083,0.0977663505465024,0.1,LD,raw,dynamic,>=,
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0324849201703656,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4333826245432093,0.0324849201703656,0.4008977043728436,0.4216478173157556,0.0411957701000789,0.3804520472156766,0.1,LD,raw,static,>=,T0
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0042247081536686,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4352432762012867,0.0042247081536686,0.431018568047618,0.427123924110271,0.0624418898894494,0.3646820342208215,0.1,LD,raw,static,>=,T0
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0074100485716576,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2343079028095328,0.0178438449231856,0.2164640578863471,0.2394939580295476,0.0074100485716576,0.2320839094578899,0.1,LD,raw,static,>=,T1
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.00722658420019,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2555572197693521,-0.00722658420019,0.2627838039695421,0.2583561895506812,0.0156683353322408,0.2426878542184403,0.1,LD,raw,static,>=,T1
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0627084545407234,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2524931020847542,0.0634973785775332,0.188995723507221,0.2932365747066027,0.0627084545407234,0.2305281201658792,0.1,LD,raw,static,>=,T2
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0370991613851641,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2637830304796725,0.0370991613851641,0.2266838690945083,0.3142056212937699,0.0914854197035571,0.2227202015902127,0.1,LD,raw,static,>=,T2
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0401221823217305,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1318789635550379,0.0886430137075782,0.0432359498474597,0.1007889999988995,-0.0401221823217305,0.1409111823206301,0.1,LD,raw,static,>=,T3
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0116732698735875,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.117703608693318,0.0296543277328542,0.0880492809604637,0.1450964944356025,0.0116732698735875,0.1334232245620149,0.1,LD,raw,static,>=,T3
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T0->T1,0,-0.0001772670383433,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0003374672886562,0.0096181590624644,-0.0099556263511207,-0.0208094208669928,-0.0001772670383433,-0.0206321538286494,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T0->T1,0,-0.0241936511548526,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0154349755376038,0.0067636818750711,-0.0221986574126749,-0.0211842075321424,-0.0241936511548526,0.0030094436227102,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T1->T2,0,0.0150886335191716,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0686114461258391,0.0150886335191716,0.0535228126066674,0.1098031630447149,0.0401549664353168,0.0696481966093981,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T1->T2,0,0.0204116509272954,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0505263397428603,0.0204116509272954,0.0301146888155649,0.1051277733530549,0.0363868471953578,0.0687409261576971,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T2->T3,0,0.0306567300034133,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1296786892706792,0.0313921947889407,0.0982864944817385,0.0865695756058709,0.0306567300034133,0.0559128456024576,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,difference,T2->T3,0,-0.0146287404710433,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1226112185686653,0.0210547275002844,0.1015564910683809,0.0374427124815109,-0.0146287404710433,0.0520714529525543,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0032224371373307,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.448055068836045,0.0032224371373307,0.4448326316987143,0.4685149618841733,0.0297569689384457,0.4387579929457276,0.1,SPH,raw,static,>=,T0
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,0.0198898623279099,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.484884514734327,0.0198898623279099,0.4649946524064171,0.4759133007168051,0.029255432927523,0.446657867789282,0.1,SPH,raw,static,>=,T0
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0588453749004437,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1989716691318694,-0.0588453749004437,0.2578170440323131,0.1887698259187621,8.624416884739361e-05,0.1886835817499147,0.1,SPH,raw,static,>=,T1
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0360348162475822,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2272028672203891,-0.0360348162475822,0.2632376834679713,0.1791951302764819,-0.0123952668107862,0.1915903970872682,0.1,SPH,raw,static,>=,T1
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0360518830356126,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1381479121629309,-0.0360518830356126,0.1741997951985436,0.1749332119695073,0.0262710205939241,0.1486621913755831,0.1,SPH,raw,static,>=,T2
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0221456365911935,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1537451359654113,-0.0221456365911935,0.1758907725566048,0.174167026965525,0.0233070884059619,0.1508599385595631,0.1,SPH,raw,static,>=,T2
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0139915803845716,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0935605870975082,0.0179560814654682,0.07560450563204,0.0892206166799408,-0.0139915803845716,0.1032121970645124,0.1,SPH,raw,static,>=,T3
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,raw_only,current,,0,-0.0228942996927978,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0754338377517351,-0.0228942996927978,0.0983281374445329,0.0980873819547161,0.03411195812948,0.063975423825236,0.1,SPH,raw,static,>=,T3
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0491668630318318,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.019237225931325,0.0652746374760175,-0.0460374115446925,-0.0160587646753008,0.0491668630318318,-0.0652256277071326,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0354924429515014,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0032132067191888,0.0354924429515014,-0.0322792362323125,-0.0503777437649759,0.0527244451341314,-0.1031021888991074,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T1->T2,0,0.0271595315662559,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1890384938318363,0.0372057831019096,0.1518327107299267,0.1266629156590183,0.0271595315662559,0.0995033840927624,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T1->T2,0,0.0256814786389599,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1688612868915694,0.0264169572430147,0.1424443296485546,0.1440165336860234,0.0256814786389599,0.1183350550470634,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T2->T3,0,0.0462626713628944,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1515929993124144,0.1253818733781061,0.0262111259343082,0.122697230093394,0.0462626713628944,0.0764345587304996,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T2->T3,0,0.0638620131049189,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1634082338366899,0.1011146262745248,0.062293607562165,0.1261031528283533,0.0638620131049189,0.0622411397234343,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0070538806053986,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1816617762888018,-0.0070538806053986,0.1887156568942005,0.2513812943919829,0.0292439216184442,0.2221373727735386,0.1,BPE,residual_ftv,static,>=,T0
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0155339730390076,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1841098240230477,-0.0155339730390076,0.1996437970620554,0.2453220722043053,0.0260551029253788,0.2192669692789265,0.1,BPE,residual_ftv,static,>=,T0
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0235214569069074,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.256760094574351,-0.0235214569069074,0.2802815514812585,0.2857784924575728,0.0353181522480696,0.2504603402095032,0.1,BPE,residual_ftv,static,>=,T1
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0135435725469804,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2644570042958593,0.0135435725469804,0.2509134317488788,0.3084950593544083,0.0581102621154939,0.2503847972389143,0.1,BPE,residual_ftv,static,>=,T1
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0214321482412166,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.363520624621492,0.038580739690007,0.324939884931485,0.3344911556421823,0.0214321482412166,0.3130590074009656,0.1,BPE,residual_ftv,static,>=,T2
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0228041276457517,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3587428240666601,0.0422682914586416,0.3164745326080184,0.3419076177469534,0.0228041276457517,0.3191034901012016,0.1,BPE,residual_ftv,static,>=,T2
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0551041502567437,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2842659816974797,0.0551041502567437,0.2291618314407359,0.276194672669488,0.0661357980163118,0.2100588746531761,0.1,BPE,residual_ftv,static,>=,T3
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0405598420955004,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2576169338359649,0.0405598420955004,0.2170570917404645,0.2902492042238951,0.0738357046736902,0.2164134995502049,0.1,BPE,residual_ftv,static,>=,T3
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0101354762400574,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0947715165463453,0.0101354762400574,0.0846360403062879,0.0806929298058453,0.0392261820556348,0.0414667477502105,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T0->T1,0,-0.0184311123032576,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0695328051183496,-0.008074336723235,0.0776071418415847,0.0731460296207903,-0.0184311123032576,0.091577141924048,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T1->T2,5,0.031084035350281,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0033368573601642,0.031084035350281,-0.0344208927104452,0.0125534770131622,0.07277614946213,-0.0602226724489677,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T1->T2,5,0.0148142372697754,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0413518755412585,0.0148142372697754,-0.056166112811034,-0.0002612293716677,0.0423179820806234,-0.0425792114522911,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T2->T3,62,-0.01109358687004,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0139405507896462,0.0851072090610308,-0.0711666582713846,0.0573152683551661,-0.01109358687004,0.0684088552252062,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T2->T3,62,0.0030694799845678,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0205084143961314,0.0850923606160242,-0.0645839462198927,0.0468896555828948,0.0030694799845678,0.0438201755983269,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0135800340644826,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0909937455072895,0.0135800340644826,0.0774137114428069,0.135176619018096,0.0636887458574701,0.0714878731606258,0.1,LD,residual_ftv,static,>=,T0
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0524708759832533,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1202217682996104,0.0545534501697986,0.0656683181298118,0.1296613919496717,0.0524708759832533,0.0771905159664184,0.1,LD,residual_ftv,static,>=,T0
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0174042785718034,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0313399063564477,0.0174042785718034,-0.0487441849282512,-0.0148429265925073,0.0384150476757229,-0.0532579742682302,0.1,LD,residual_ftv,static,>=,T1
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0063828216997672,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0010169655991784,0.0063828216997672,-0.0053658561005887,-0.0167428581027632,0.0359940943245047,-0.0527369524272679,0.1,LD,residual_ftv,static,>=,T1
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0095022099086554,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.032895969137737,-0.0095022099086554,0.0423981790463925,0.0807029524138636,0.0422838346291896,0.0384191177846739,0.1,LD,residual_ftv,static,>=,T2
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0328614886619209,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.012885595347007,-0.0328614886619209,0.045747084008928,0.0811285070348941,0.0611578417446363,0.0199706652902578,0.1,LD,residual_ftv,static,>=,T2
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0350840254799132,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0885180813338525,0.0350840254799132,0.0534340558539393,0.1129998991611753,0.0629114602999189,0.0500884388612564,0.1,LD,residual_ftv,static,>=,T3
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0038739865953129,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0933968451078914,0.039747046159993,0.0536497989478983,0.0906272395056113,0.0038739865953129,0.0867532529102984,0.1,LD,residual_ftv,static,>=,T3
