population,arm,timing,model,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,calibration_slope_mean,calibration_slope_std,ece10_mean,ece10_std,n_cells
ftv_complete_375,C5,T0,C_PLUS_M,0.6901116401380462,0.057896134545719395,0.4831952252555506,0.053423460430328404,0.2183830404446765,0.017448177117482234,6.459553347500462,8.032029772126405,0.15844573858250807,0.05100597346237938,10
ftv_complete_375,C5,T0,F,0.5143817890897032,0.08104862087302242,0.35623717806511823,0.07171634978551912,0.24524256316165785,0.0004047329415159379,32.07148356956655,62.98862718002927,0.19393443205105232,0.016280808941708743,10
ftv_complete_375,C5,T0_T1,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C5,T0_T1,C_PLUS_F,0.7334826232100929,0.050994327501696676,0.5702290612116974,0.0716097210464633,0.18766875813267367,0.011549958342489714,1.3706525283944035,1.5867519518312183,0.14179556385765257,0.051007084954970014,10
ftv_complete_375,C5,T0_T1,C_PLUS_F_PLUS_M,0.727300957912348,0.0496877303103831,0.5491620322796555,0.07057509185566527,0.1996763488241869,0.020002789512355415,3.5348772717271535,6.942516620587837,0.15284463933766626,0.06175777730602211,10
ftv_complete_375,C5,T0_T1,C_PLUS_M,0.6802052286518554,0.05907894272682565,0.4721517567867398,0.05670256448799199,0.20961500973035915,0.014137223449938627,3.1640427085138763,5.445655649252375,0.1402774757660051,0.04608658557911858,10
ftv_complete_375,C5,T0_T1,F,0.6752503765245332,0.09331768946019524,0.47053914636541805,0.0937913011621319,0.1973287100809636,0.017531397547250197,1.772349904010057,0.738412843621728,0.09569102657137922,0.028971660757168265,10
ftv_complete_375,C5,T0_T2,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C5,T0_T2,C_PLUS_F,0.7665187709431273,0.04465439435334441,0.5910305508501639,0.06888827141570289,0.1800601327871785,0.008587746310395779,1.517403398665887,1.4076468934022008,0.1103698735158474,0.046913955499267496,10
ftv_complete_375,C5,T0_T2,C_PLUS_F_PLUS_M,0.7558251814165646,0.03536639223633264,0.5765091161600571,0.055093660274948796,0.19473318416248067,0.034057139484098324,5.717603860308931,7.844156612167703,0.1340974957218106,0.053838404832860766,10
ftv_complete_375,C5,T0_T2,C_PLUS_M,0.6887636326944562,0.058783257800318574,0.483250700476748,0.04783441778478979,0.21813470233175597,0.017543050513152334,5.646330366662934,6.791608624170831,0.14429972114700862,0.056779561669033835,10
ftv_complete_375,C5,T0_T2,F,0.7098247394787803,0.03554747699584222,0.5010608012607328,0.047940515501463596,0.19357681587254907,0.014025457522964982,1.8902611668056495,1.43029868658336,0.09688851174635478,0.040214551508770784,10
ftv_complete_375,C5,T0_T3,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C5,T0_T3,C_PLUS_F,0.7476206349332826,0.028537838987613535,0.5625377631074008,0.04989196462133018,0.20493517205956277,0.030825818411621603,7.407845118183102,8.649821484166376,0.14583980474302993,0.06268423043778189,10
