comparison,kind,task,target,timepoint,transition,representation,fold,metric,estimate,n_patients,decision_point
G4-G2,pcr,,,,,,3,sensitivity,-0.036363636363636376,161,T0
G4-G2,pcr,,,,,,3,specificity,0.0,161,T0
G4-G2,pcr,,,,,,4,auroc,-0.07307032590051465,161,T0
G4-G2,pcr,,,,,,4,auprc,-0.03661901795304984,161,T0
G4-G2,pcr,,,,,,4,accuracy,0.024844720496894457,161,T0
G4-G2,pcr,,,,,,4,sensitivity,-0.5272727272727273,161,T0
G4-G2,pcr,,,,,,4,specificity,0.3113207547169811,161,T0
G4-G2,pcr,,,,,,0,auroc,0.004757858963466588,162,T0-T1
G4-G2,pcr,,,,,,0,auprc,-0.005777703422031599,162,T0-T1
G4-G2,pcr,,,,,,0,accuracy,-0.024691358024691357,162,T0-T1
G4-G2,pcr,,,,,,0,sensitivity,0.07272727272727275,162,T0-T1
G4-G2,pcr,,,,,,0,specificity,-0.07476635514018692,162,T0-T1
G4-G2,pcr,,,,,,1,auroc,0.10603228547153781,162,T0-T1
G4-G2,pcr,,,,,,1,auprc,0.05560327178282093,162,T0-T1
G4-G2,pcr,,,,,,1,accuracy,0.16049382716049387,162,T0-T1
G4-G2,pcr,,,,,,1,sensitivity,-0.19999999999999996,162,T0-T1
G4-G2,pcr,,,,,,1,specificity,0.34579439252336447,162,T0-T1
G4-G2,pcr,,,,,,2,auroc,-0.05012744265080715,162,T0-T1
G4-G2,pcr,,,,,,2,auprc,0.017873205843487394,162,T0-T1
G4-G2,pcr,,,,,,2,accuracy,0.17901234567901242,162,T0-T1
G4-G2,pcr,,,,,,2,sensitivity,-0.38181818181818183,162,T0-T1
G4-G2,pcr,,,,,,2,specificity,0.4672897196261682,162,T0-T1
G4-G2,pcr,,,,,,3,auroc,0.009262435677530045,161,T0-T1
G4-G2,pcr,,,,,,3,auprc,-0.035558687729041805,161,T0-T1
G4-G2,pcr,,,,,,3,accuracy,-0.06211180124223603,161,T0-T1
G4-G2,pcr,,,,,,3,sensitivity,-0.12727272727272732,161,T0-T1
G4-G2,pcr,,,,,,3,specificity,-0.028301886792452824,161,T0-T1
G4-G2,pcr,,,,,,4,auroc,0.010463121783876428,161,T0-T1
G4-G2,pcr,,,,,,4,auprc,0.00738780482657686,161,T0-T1
G4-G2,pcr,,,,,,4,accuracy,0.07453416149068326,161,T0-T1
G4-G2,pcr,,,,,,4,sensitivity,-0.4545454545454546,161,T0-T1
G4-G2,pcr,,,,,,4,specificity,0.34905660377358483,161,T0-T1
G4-G2,pcr,,,,,,0,auroc,0.005607476635513975,162,T0-T2
G4-G2,pcr,,,,,,0,auprc,0.01210073205168738,162,T0-T2
G4-G2,pcr,,,,,,0,accuracy,-0.11728395061728392,162,T0-T2
G4-G2,pcr,,,,,,0,sensitivity,0.4545454545454546,162,T0-T2
G4-G2,pcr,,,,,,0,specificity,-0.411214953271028,162,T0-T2
G4-G2,pcr,,,,,,1,auroc,-0.029736618521665314,162,T0-T2
G4-G2,pcr,,,,,,1,auprc,-0.0224696844881771,162,T0-T2
G4-G2,pcr,,,,,,1,accuracy,0.01851851851851849,162,T0-T2
G4-G2,pcr,,,,,,1,sensitivity,-0.2181818181818182,162,T0-T2
G4-G2,pcr,,,,,,1,specificity,0.14018691588785043,162,T0-T2
G4-G2,pcr,,,,,,2,auroc,-0.06610025488530169,162,T0-T2
G4-G2,pcr,,,,,,2,auprc,-0.021684491420931096,162,T0-T2
G4-G2,pcr,,,,,,2,accuracy,0.030864197530864224,162,T0-T2
G4-G2,pcr,,,,,,2,sensitivity,-0.38181818181818183,162,T0-T2
G4-G2,pcr,,,,,,2,specificity,0.24299065420560745,162,T0-T2
G4-G2,pcr,,,,,,3,auroc,0.007032590051458065,161,T0-T2
G4-G2,pcr,,,,,,3,auprc,0.02052970314207847,161,T0-T2
G4-G2,pcr,,,,,,3,accuracy,0.0496894409937888,161,T0-T2
G4-G2,pcr,,,,,,3,sensitivity,-0.12727272727272726,161,T0-T2
G4-G2,pcr,,,,,,3,specificity,0.14150943396226412,161,T0-T2
G4-G2,pcr,,,,,,4,auroc,0.0039451114922812724,161,T0-T2
G4-G2,pcr,,,,,,4,auprc,-0.004510843811981524,161,T0-T2
G4-G2,pcr,,,,,,4,accuracy,-0.031055900621118016,161,T0-T2
G4-G2,pcr,,,,,,4,sensitivity,0.07272727272727264,161,T0-T2
G4-G2,pcr,,,,,,4,specificity,-0.08490566037735847,161,T0-T2
