population,seed,arm,timing,model_key,n_goal2,auroc_goal2,auprc_goal2,brier_goal2,n_compact_audit,auroc_compact_audit,auprc_compact_audit,brier_compact_audit,_merge,abs_diff_auroc,abs_diff_auprc,abs_diff_brier,pass
full_808,3026,LOCAL0,T1,C+M|RAW,808,0.6528944226505201,0.485071443273668,0.2311191902552849,808,0.6528944226505201,0.485071443273668,0.2311191902552849,both,0.0,0.0,0.0,True
full_808,3026,LOCAL0,T1,M|RAW,808,0.5257308545113424,0.357868487992803,0.2944404151040312,808,0.5257308545113424,0.357868487992803,0.2944404151040312,both,0.0,0.0,0.0,True
full_808,3026,LOCAL0,T2,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL0,T2,C+M|RAW,808,0.6903223605662631,0.5416804111731158,0.2065848390956201,808,0.6903223605662631,0.5416804111731158,0.20658483909562014,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL0,T2,M|RAW,808,0.5161112058673034,0.354165479895672,0.3027902138958045,808,0.5161112058673034,0.35416547989567204,0.3027902138958045,both,0.0,5.551115123125783e-17,0.0,True
full_808,3026,LOCAL0,T3,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL0,T3,C+M|RAW,808,0.6378850417874808,0.4784014117742396,0.2396150456677058,808,0.6378850417874808,0.47840141177423967,0.23961504566770583,both,0.0,5.551115123125783e-17,2.7755575615628914e-17,True
full_808,3026,LOCAL0,T3,M|RAW,808,0.5419682756268122,0.3748501899293653,0.2663780503680862,808,0.5419682756268122,0.37485018992936536,0.2663780503680862,both,0.0,5.551115123125783e-17,0.0,True
full_808,3026,LOCAL3,T0,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL3,T0,C+M|RAW,808,0.7017431349138668,0.539404867366311,0.2035592868151221,808,0.7017431349138668,0.539404867366311,0.20355928681512217,both,0.0,0.0,8.326672684688674e-17,True
full_808,3026,LOCAL3,T0,M|RAW,808,0.5382568650861334,0.3708240374906948,0.2566938867148906,808,0.5382568650861334,0.37082403749069487,0.25669388671489063,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
full_808,3026,LOCAL3,T1,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL3,T1,C+M|RAW,808,0.6605287395531299,0.4855262283467583,0.2300876878331786,808,0.6605287395531299,0.4855262283467583,0.23008768783317868,both,0.0,0.0,8.326672684688674e-17,True
full_808,3026,LOCAL3,T1,M|RAW,808,0.5428620160327478,0.3777802680481102,0.2805108778476043,808,0.5428620160327478,0.37778026804811027,0.2805108778476043,both,0.0,5.551115123125783e-17,0.0,True
full_808,3026,LOCAL3,T2,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL3,T2,C+M|RAW,808,0.7029097731536755,0.55106469666838,0.202640394349427,808,0.7029097731536755,0.55106469666838,0.20264039434942702,both,0.0,0.0,2.7755575615628914e-17,True
full_808,3026,LOCAL3,T2,M|RAW,808,0.5173733583489681,0.3526925989024932,0.2811158404972808,808,0.5173733583489681,0.35269259890249327,0.28111584049728083,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
full_808,3026,LOCAL3,T3,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL3,T3,C+M|RAW,808,0.6516254477230087,0.4848106146238429,0.2345313638704882,808,0.6516254477230087,0.4848106146238429,0.23453136387048823,both,0.0,0.0,2.7755575615628914e-17,True
full_808,3026,LOCAL3,T3,M|RAW,808,0.5483813747228381,0.3768611532793622,0.2665048419104818,808,0.5483813747228381,0.3768611532793622,0.26650484191048185,both,0.0,0.0,5.551115123125783e-17,True
