seed_base,arm,state,endpoint,target,n,n_positive,auroc,auprc,brier,auroc_macro_ovr,accuracy,flip_invariant_decodability
3026,F2,z_R,T2,label_her2,808,201.0,0.5531485898350096,0.28548169045391447,0.25189503117118284,,,0.5531485898350096
3026,F2,z_R,T2,label_hr,808,453.0,0.5248328825047415,0.5897452619779717,0.26788015883098537,,,0.5248328825047415
3026,F2,z_R,T2,subtype,808,,0.564365725220023,,,0.564365725220023,0.30816831683168316,
3026,F2,z_R,T3,label_her2,808,201.0,0.5637791274271148,0.29738806360119563,0.24880878728039507,,,0.5637791274271148
3026,F2,z_R,T3,label_hr,808,453.0,0.4880079594565183,0.553632421807314,0.27848842317872013,,,0.5119920405434817
3026,F2,z_R,T3,subtype,808,,0.503747947550677,,,0.503747947550677,0.2301980198019802,
3026,F2,z_R+z_P,T0,label_her2,808,201.0,0.511765718360422,0.2845039214024949,0.27913673389998533,,,0.511765718360422
3026,F2,z_R+z_P,T0,label_hr,808,453.0,0.541081366787924,0.5951224742618801,0.28881829882108573,,,0.541081366787924
3026,F2,z_R+z_P,T0,subtype,808,,0.521238290490856,,,0.521238290490856,0.28094059405940597,
3026,F2,z_R+z_P,T1,label_her2,808,201.0,0.5084544329423721,0.2630421783644516,0.28163083653101734,,,0.5084544329423721
3026,F2,z_R+z_P,T1,label_hr,808,453.0,0.5025961508565744,0.5673765933842572,0.2742329850564153,,,0.5025961508565744
3026,F2,z_R+z_P,T1,subtype,808,,0.4848514978675681,,,0.4848514978675681,0.25742574257425743,
3026,F2,z_R+z_P,T2,label_her2,808,201.0,0.532649765997033,0.2734643987460018,0.2774375570838877,,,0.532649765997033
3026,F2,z_R+z_P,T2,label_hr,808,453.0,0.5168050244069272,0.5762129860554699,0.280436142557398,,,0.5168050244069272
3026,F2,z_R+z_P,T2,subtype,808,,0.5388518277658215,,,0.5388518277658215,0.28589108910891087,
3026,F2,z_R+z_P,T3,label_her2,808,201.0,0.5647708738023228,0.2883411811725299,0.2636005308815196,,,0.5647708738023228
3026,F2,z_R+z_P,T3,label_hr,808,453.0,0.5182538942262849,0.5709422502902024,0.2571722784807938,,,0.5182538942262849
3026,F2,z_R+z_P,T3,subtype,808,,0.5220666047251522,,,0.5220666047251522,0.2660891089108911,
2026,F0,F0,T0_T1_T2_macro,label_her2,2424,603.0,0.5455096838705976,0.2757427634981351,0.25828602679108875,,,0.5455096838705976
2026,F0,F0,T0_T1_T2_macro,label_hr,2424,1359.0,0.532997543761465,0.5939811984414719,0.263871471531909,,,0.532997543761465
2026,F0,F0,T0_T1_T2_macro,subtype,2424,,0.5253323485311275,,,0.5253323485311275,0.2755775577557756,
2026,F1,z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.5281363637605492,0.26732536475193036,0.25346957129738806,,,0.5281363637605492
2026,F1,z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5481370933474282,0.6020027170362224,0.2576026481596535,,,0.5481370933474282
2026,F1,z_P,T0_T1_T2_macro,subtype,2424,,0.526331229127954,,,0.526331229127954,0.2735148514851485,
2026,F1,z_R,T0_T1_T2_macro,label_her2,2424,603.0,0.5476762262274568,0.2800270106455885,0.2516447908346287,,,0.5476762262274568
