seed,arm,timing,population,fold,model_family,split,selected_dimension,selected_C,validation_selection_auroc,n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,supplementary
2026,B0,T0_T2,full_808,0,C+M,validation,64.0,0.0001,0.7739602169981916,121,42,79,0.7739602169981916,0.6053889763220777,0.24747484108165962,57.335770933266105,0.19833988348337644,False
2026,B0,T0_T2,full_808,0,C+M,test,64.0,0.0001,0.7739602169981916,162,55,107,0.6939677145284622,0.498453781097065,0.24787670309615986,35.43995455925752,0.1684146272521995,False
2026,B0,T0_T2,ftv_complete_375,0,F,train,,10.0,0.8052631578947368,247,71,176,0.722231113956466,0.47592894937335706,0.18168577165174005,1.0078944667195444,0.049305870614541336,False
2026,B0,T0_T2,ftv_complete_375,0,F,validation,,10.0,0.8052631578947368,59,19,40,0.8052631578947368,0.7232543365141515,0.1733245872054783,1.8212086505240876,0.06981554161792133,False
2026,B0,T0_T2,ftv_complete_375,0,F,test,,10.0,0.8052631578947368,69,20,49,0.6744897959183673,0.43519208822256217,0.1928004742690524,0.8623662817098574,0.07654386692085456,False
2026,B0,T0_T2,ftv_complete_375,0,C+F,train,,1.0,0.8657894736842104,247,71,176,0.8741197183098592,0.7947872863267333,0.11883185871303036,1.1093384316400656,0.05416312396182073,False
2026,B0,T0_T2,ftv_complete_375,0,C+F,validation,,1.0,0.8657894736842104,59,19,40,0.8657894736842104,0.7084278588122903,0.14921893479627746,0.8269237545485016,0.14500278135776526,False
2026,B0,T0_T2,ftv_complete_375,0,C+F,test,,1.0,0.8657894736842104,69,20,49,0.710204081632653,0.48350872715518833,0.20042737093038096,0.31672267150800826,0.144522877304216,False
2026,B0,T0_T2,ftv_complete_375,0,C+F+M,train,8.0,100.0,0.8697368421052631,247,71,176,0.8782810499359796,0.7966229649518516,0.11720813262754555,1.0014324849472986,0.035213157280676345,False
2026,B0,T0_T2,ftv_complete_375,0,C+F+M,validation,8.0,100.0,0.8697368421052631,59,19,40,0.8697368421052631,0.6988165167371672,0.148425357704997,0.607579281250295,0.08967101672374726,False
2026,B0,T0_T2,ftv_complete_375,0,C+F+M,test,8.0,100.0,0.8697368421052631,69,20,49,0.7153061224489796,0.49734635547120676,0.20270641649836335,78500309278.4017,0.1547168860291795,False
